Event Naam,Event Id,Klant Id,Data
view_cart,,,"{""currency"":""EUR"",""value"":""54.45"",""items"":[{""item_id"":""5047"",""item_name"":""offerte 21-12-23 Jan van der Zalm "",""currency"":""EUR"",""item_category"":""Offers"",""price"":""54.45"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item_list,10,,"{""item_list_id"":""Buis metrisch"",""item_list_name"":""Buis metrisch"",""items"":[{""item_id"":""1129_692"",""item_name"":""stalen buis 20 x 2mm  A"",""currency"":""EUR"",""item_category"":""Buis metrisch"",""price"":""8.82"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1130_699"",""item_name"":""stalen buis 25 x 2mm  A"",""currency"":""EUR"",""item_category"":""Buis metrisch"",""price"":""10.25"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1131_706"",""item_name"":""stalen buis 30 x 2,0mm  A"",""currency"":""EUR"",""item_category"":""Buis metrisch"",""price"":""11.57"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1443_2687"",""item_name"":""stalen buis 35 x 2mm  A"",""currency"":""EUR"",""item_category"":""Buis metrisch"",""price"":""12.93"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1437_2652"",""item_name"":""stalen buis 40 x 2mm  A"",""currency"":""EUR"",""item_category"":""Buis metrisch"",""price"":""14.35"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""4164_4141"",""item_name"":""stalen buis 50 x 2mm  A"",""currency"":""EUR"",""item_category"":""Buis metrisch"",""price"":""20.15"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""4964"",""item_name"":""stalen buis 30 x 5mm.  A"",""currency"":""EUR"",""item_category"":""Buis metrisch"",""price"":""50.83"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""4963"",""item_name"":""stalen buis 40 x 5mm.  A"",""currency"":""EUR"",""item_category"":""Buis metrisch"",""price"":""66.49"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""4962"",""item_name"":""stalen buis 50 x 5mm.  A"",""currency"":""EUR"",""item_category"":""Buis metrisch"",""price"":""87.25"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1409_2498"",""item_name"":""stalen buis 16 x 3mm, 1000mm  A"",""currency"":""EUR"",""item_category"":""Buis metrisch"",""price"":""19.66"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1728_3951"",""item_name"":""stalen buis 20 x 5mm, 1000mm  A"",""currency"":""EUR"",""item_category"":""Buis metrisch"",""price"":""19.3"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1132_713"",""item_name"":""stalen buis 30 x 5mm, 1000mm  A"",""currency"":""EUR"",""item_category"":""Buis metrisch"",""price"":""25.54"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1133_720"",""item_name"":""stalen buis 40 x 5mm, 1000mm  A"",""currency"":""EUR"",""item_category"":""Buis metrisch"",""price"":""33.49"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1134_727"",""item_name"":""stalen buis 50 x 5mm, 1000mm  A"",""currency"":""EUR"",""item_category"":""Buis metrisch"",""price"":""43.76"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1135_734"",""item_name"":""stalen buis 60 x 5mm, 1000mm  A"",""currency"":""EUR"",""item_category"":""Buis metrisch"",""price"":""52.17"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item,,,"{""currency"":""EUR"",""value"":""34.39"",""items"":[{""item_id"":""969_3609"",""item_name"":""plaat staal 500 x 1000 x 2.50mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""34.39"",""item_brand"":""No brand""}]}"
view_item,,,"{""currency"":""EUR"",""value"":""6.68"",""items"":[{""item_id"":""191"",""item_name"":""buisklem T-143C "",""currency"":""EUR"",""item_category"":""Buisklemtype 143"",""price"":""6.68"",""item_brand"":""No brand""}]}"
view_item,10,,"{""currency"":""EUR"",""value"":""13.12"",""items"":[{""item_id"":""1441_2673"",""item_name"":""stalen koker 40x40x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""13.12"",""item_brand"":""No brand""}]}"
view_cart,,92871,"{""currency"":""EUR"",""value"":""64.45"",""items"":[{""item_id"":""5047"",""item_name"":""offerte 21-12-23 Jan van der Zalm "",""currency"":""EUR"",""item_category"":""Offers"",""price"":""54.45"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item,10,,"{""currency"":""EUR"",""value"":""12.39"",""items"":[{""item_id"":""1029"",""item_name"":""Bronzen bus 25x15mm (26 x 14mm), 100mm lang "",""currency"":""EUR"",""item_category"":""Bronzen bussen"",""price"":""12.39"",""item_brand"":""No brand""}]}"
view_item,10,,"{""currency"":""EUR"",""value"":""34.76"",""items"":[{""item_id"":""960_3699"",""item_name"":""plaat rvs 1000 x 500 x 1mm  A"",""currency"":""EUR"",""item_category"":""Roestvaststaal plaat"",""price"":""34.76"",""item_brand"":""No brand""}]}"
view_item,,,"{""currency"":""EUR"",""value"":""26.81"",""items"":[{""item_id"":""984_3801"",""item_name"":""CorTen staal 500 x 1000 x 2mm  A"",""currency"":""EUR"",""item_category"":""Cortenstaal"",""price"":""26.81"",""item_brand"":""No brand""}]}"
view_item_list,,,"{""item_list_id"":""M8"",""item_list_name"":""M8"",""items"":[{""item_id"":""562"",""item_name"":""verzinkte zeskantbout M8 x 20 "",""currency"":""EUR"",""item_category"":""M8"",""price"":""0.23"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""563"",""item_name"":""verzinkte zeskantbout M8 x 30 "",""currency"":""EUR"",""item_category"":""M8"",""price"":""0.23"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""564"",""item_name"":""verzinkte zeskantbout M8 x 40 "",""currency"":""EUR"",""item_category"":""M8"",""price"":""0.29"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""565"",""item_name"":""verzinkte zeskantbout M8 x 50 "",""currency"":""EUR"",""item_category"":""M8"",""price"":""0.29"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""566"",""item_name"":""verzinkte zeskantbout M8 x 60 "",""currency"":""EUR"",""item_category"":""M8"",""price"":""0.35"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""567"",""item_name"":""verzinkte zeskantbout M8 x 70 "",""currency"":""EUR"",""item_category"":""M8"",""price"":""0.44"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""568"",""item_name"":""verzinkte zeskantbout M8 x 80 "",""currency"":""EUR"",""item_category"":""M8"",""price"":""0.44"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""569"",""item_name"":""verzinkte zeskantbout M8 x 90 "",""currency"":""EUR"",""item_category"":""M8"",""price"":""0.5"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""570"",""item_name"":""verzinkte zeskantbout M8 x 100 "",""currency"":""EUR"",""item_category"":""M8"",""price"":""0.88"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""571"",""item_name"":""verzinkte zeskantbout M8 x 110 "",""currency"":""EUR"",""item_category"":""M8"",""price"":""0.96"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""572"",""item_name"":""verzinkte zeskantbout M8 x 120 "",""currency"":""EUR"",""item_category"":""M8"",""price"":""0.7"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""573"",""item_name"":""verzinkte zeskantbout M8 x 130 "",""currency"":""EUR"",""item_category"":""M8"",""price"":""0.76"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""574"",""item_name"":""verzinkte zeskantbout M8 x 140 "",""currency"":""EUR"",""item_category"":""M8"",""price"":""0.82"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""575"",""item_name"":""verzinkte zeskantbout M8 x 160 "",""currency"":""EUR"",""item_category"":""M8"",""price"":""1.03"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item,10,,"{""currency"":""EUR"",""value"":""0.33"",""items"":[{""item_id"":""711"",""item_name"":""insteekdop rond 30mm "",""currency"":""EUR"",""item_category"":""Ronde insteekdop"",""price"":""0.33"",""item_brand"":""No brand""}]}"
view_item_list,10,,"{""item_list_id"":""Blank plat"",""item_list_name"":""Blank plat"",""items"":[{""item_id"":""1099_482"",""item_name"":""stalen plat 40 x 15mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""30.46"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1100_489"",""item_name"":""stalen plat 40 x 20mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""47.49"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1101_496"",""item_name"":""stalen plat 40 x 25mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""48.77"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1102_503"",""item_name"":""stalen plat 40 x 30mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""60.09"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1103_510"",""item_name"":""stalen plat 50 x 15mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""37.48"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1104_517"",""item_name"":""stalen plat 50 x 20mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""48.77"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1105_524"",""item_name"":""stalen plat 50 x 25mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""60.35"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1106_531"",""item_name"":""stalen plat 50 x 30mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""72.1"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1107_538"",""item_name"":""stalen plat 60 x 15mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""44.51"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1108_545"",""item_name"":""stalen plat 60 x 20mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""58.04"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1109_552"",""item_name"":""stalen plat 60 x 25mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""72.1"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1110_559"",""item_name"":""stalen plat 60 x 30mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""85.68"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1111_566"",""item_name"":""stalen plat 80 x 15mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""60.55"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1112_573"",""item_name"":""stalen plat 80 x 20mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""76.82"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1113_580"",""item_name"":""stalen plat 80 x 25mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""104.62"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1114_587"",""item_name"":""stalen plat 80 x 30mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""117.52"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1115_594"",""item_name"":""stalen plat 100 x 15mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""72.67"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1116_601"",""item_name"":""stalen plat 100 x 20mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""95.13"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1117_608"",""item_name"":""stalen plat 100 x 25mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""118.15"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1118_615"",""item_name"":""stalen plat 100 x 30mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""141.77"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item_list,10,,"{""item_list_id"":""Koker vierkant"",""item_list_name"":""Koker vierkant"",""items"":[{""item_id"":""1440_4038"",""item_name"":""stalen koker 20x20x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""8.41"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1041_76"",""item_name"":""stalen koker 25x25x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""9.3"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1042_83"",""item_name"":""stalen koker 30x30x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""10.5"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1456_2778"",""item_name"":""stalen koker 30x30x3mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""16.04"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1043_90"",""item_name"":""stalen koker 35x35x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""14.59"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1441_2673"",""item_name"":""stalen koker 40x40x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""13.12"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1044_97"",""item_name"":""stalen koker 40x40x3mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""20.47"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1045_104"",""item_name"":""stalen koker 45x45x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""15.72"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1046_111"",""item_name"":""stalen koker 50x50x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""17.03"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1410_2505"",""item_name"":""stalen koker 50x50x3mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""27.3"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1425_2603"",""item_name"":""stalen koker 60x60x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""20.4"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1047_118"",""item_name"":""stalen koker 60x60x3mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""25.54"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1048_125"",""item_name"":""stalen koker 70x70x3mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""31.12"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1049_132"",""item_name"":""stalen koker 80x80x3mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""34.11"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1050_139"",""item_name"":""stalen koker 100x100x3mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""42.88"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item,,,"{""currency"":""EUR"",""value"":""9.8"",""items"":[{""item_id"":""2709"",""item_name"":""stalen ovaal 25x10x1,5mm "",""currency"":""EUR"",""item_category"":""Ovaal"",""price"":""9.8"",""item_brand"":""No brand""}]}"
view_item,10,,"{""currency"":""EUR"",""value"":""8.41"",""items"":[{""item_id"":""1440_4038"",""item_name"":""stalen koker 20x20x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""8.41"",""item_brand"":""No brand""}]}"
purchase,,,"{""currency"":""EUR"",""value"":""45"",""transaction_id"":""YS-122163"",""coupon"":""no_coupon"",""shipping"":""8.26"",""tax"":""11.19"",""items"":[{""item_id"":""5047"",""item_name"":""offerte 21-12-23 Jan van der Zalm "",""currency"":""EUR"",""item_category"":""Offers"",""price"":""54.45"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item,10,,"{""currency"":""EUR"",""value"":""9.57"",""items"":[{""item_id"":""1244_1490"",""item_name"":""aluminium L-profiel 35 x 35 x 2mm  A"",""currency"":""EUR"",""item_category"":""L-profiel gelijk"",""price"":""9.57"",""item_brand"":""No brand""}]}"
view_item_list,10,,"{""item_list_id"":""L-profiel ongelijk"",""item_list_name"":""L-profiel ongelijk"",""items"":[{""item_id"":""1160_909"",""item_name"":""stalen L-profiel 40 x 20 x 3mm  A"",""currency"":""EUR"",""item_category"":""L-profiel ongelijk"",""price"":""10.41"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1413_2526"",""item_name"":""stalen L-profiel 50 x 30 x 5mm  A"",""currency"":""EUR"",""item_category"":""L-profiel ongelijk"",""price"":""17.75"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1164_937"",""item_name"":""stalen L-profiel 60 x 30 x 5mm  A"",""currency"":""EUR"",""item_category"":""L-profiel ongelijk"",""price"":""17.97"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1165_944"",""item_name"":""stalen L-profiel 60 x 40 x 5mm  A"",""currency"":""EUR"",""item_category"":""L-profiel ongelijk"",""price"":""19.69"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1168_965"",""item_name"":""stalen L-profiel 80 x 40 x 6mm  A"",""currency"":""EUR"",""item_category"":""L-profiel ongelijk"",""price"":""27.67"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item,10,,"{""currency"":""EUR"",""value"":""14.47"",""items"":[{""item_id"":""1542_4092"",""item_name"":""Corten u-profiel 20 x 40 x 20 x 2mm  A 2000"",""currency"":""EUR"",""item_category"":""Corten u-profiel"",""price"":""14.47"",""item_brand"":""No brand""}]}"
add_to_cart,13,,"{""currency"":""EUR"",""value"":""16.04"",""items"":[{""item_id"":""1456_2778"",""item_name"":""stalen koker 30x30x3mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""16.04"",""item_brand"":""No brand""}]}"
view_item_list,,,"{""item_list_id"":""Staalplaat"",""item_list_name"":""Staalplaat"",""items"":[{""item_id"":""965_3585"",""item_name"":""plaat staal 500 x 1000 x 0.75mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""13.22"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""966_3591"",""item_name"":""plaat staal 500 x 1000 x 1.00mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""16.12"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""967_3597"",""item_name"":""plaat staal 500 x 1000 x 1.50mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""22.18"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""968_3603"",""item_name"":""plaat staal 500 x 1000 x 2.00mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""28.24"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""969_3609"",""item_name"":""plaat staal 500 x 1000 x 2.50mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""34.39"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""970_3615"",""item_name"":""plaat staal 500 x 1000 x 3.00mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""40.55"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""971_3621"",""item_name"":""plaat staal 500 x 1000 x 4.0mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""47.38"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""972_3627"",""item_name"":""plaat staal 500 x 1000 x 5.0mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""58.32"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""973"",""item_name"":""plaat staal 500 x 1000 x 6.0mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""69.26"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item_list,10,,"{""item_list_id"":""Lasproducten"",""item_list_name"":""Lasproducten"",""items"":[{""item_id"":""932"",""item_name"":""eindplaat vierkant 100 x 100 x 4mm "",""currency"":""EUR"",""item_category"":""Eindplaat vierkant"",""price"":""6.8"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""931"",""item_name"":""eindplaat vierkant 80 x 80 x 4mm "",""currency"":""EUR"",""item_category"":""Eindplaat vierkant"",""price"":""6.35"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""295"",""item_name"":""blanke moer M6 "",""currency"":""EUR"",""item_category"":""Blanke moer"",""price"":""0.21"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""140"",""item_name"":""blanke moer M8 "",""currency"":""EUR"",""item_category"":""Blanke moer"",""price"":""0.27"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""141"",""item_name"":""blanke moer M10 "",""currency"":""EUR"",""item_category"":""Blanke moer"",""price"":""0.33"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""142"",""item_name"":""blanke moer M12 "",""currency"":""EUR"",""item_category"":""Blanke moer"",""price"":""0.41"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""120"",""item_name"":""stalen lasverloop 26,9 naar 21,3mm "",""currency"":""EUR"",""item_category"":""Lasverloop"",""price"":""8.57"",""item_brand"":""No brand"",""quantity"":""1""}]}"
select_item,,,"{""item_list_id"":""Staalplaat"",""item_list_name"":""Staalplaat"",""items"":[{""item_id"":""967"",""item_name"":""plaat staal 500 x 1000 x 1.50mm"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""22.18"",""item_brand"":""No brand""}]}"
view_item,,,"{""currency"":""EUR"",""value"":""22.18"",""items"":[{""item_id"":""967_3597"",""item_name"":""plaat staal 500 x 1000 x 1.50mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""22.18"",""item_brand"":""No brand""}]}"
view_item_list,,,"{""item_list_id"":""Staalplaat"",""item_list_name"":""Staalplaat"",""items"":[{""item_id"":""965_3585"",""item_name"":""plaat staal 500 x 1000 x 0.75mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""13.22"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""966_3591"",""item_name"":""plaat staal 500 x 1000 x 1.00mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""16.12"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""967_3597"",""item_name"":""plaat staal 500 x 1000 x 1.50mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""22.18"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""968_3603"",""item_name"":""plaat staal 500 x 1000 x 2.00mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""28.24"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""969_3609"",""item_name"":""plaat staal 500 x 1000 x 2.50mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""34.39"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""970_3615"",""item_name"":""plaat staal 500 x 1000 x 3.00mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""40.55"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""971_3621"",""item_name"":""plaat staal 500 x 1000 x 4.0mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""47.38"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""972_3627"",""item_name"":""plaat staal 500 x 1000 x 5.0mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""58.32"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""973"",""item_name"":""plaat staal 500 x 1000 x 6.0mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""69.26"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item,,,"{""currency"":""EUR"",""value"":""13.33"",""items"":[{""item_id"":""1510"",""item_name"":""IPE120 Kopplaat (110x100x10mm, 4x gat 14mm) "",""currency"":""EUR"",""item_category"":""IPE kopplaat"",""price"":""13.33"",""item_brand"":""No brand""}]}"
view_item,10,,"{""currency"":""EUR"",""value"":""88.57"",""items"":[{""item_id"":""2809"",""item_name"":""Voetplaat Universeel 400x400x10mm - 4x gat 14mm "",""currency"":""EUR"",""item_category"":""IPE voetplaat"",""price"":""88.57"",""item_brand"":""No brand""}]}"
